Date,Country,Product,Age Group,Sales
2024-02-21,South Korea,Toys,20-29,79
2024-02-21,South Korea,Toys,30-39,57
2024-02-21,South Korea,Toys,40-49,37
2024-02-21,South Korea,Toys,50-59,40
2024-02-21,South Korea,Toys,60+,70
2024-02-21,Germany,Electronics,20-29,6
2024-02-21,Germany,Electronics,30-39,89
2024-02-21,Germany,Electronics,40-49,40
2024-02-21,Germany,Electronics,50-59,28
2024-02-21,Germany,Electronics,60+,83
2024-02-21,Germany,Clothing,20-29,56
2024-02-21,Germany,Clothing,30-39,1
2024-02-21,Germany,Clothing,40-49,68
2024-02-21,Germany,Clothing,50-59,49
2024-02-21,Germany,Clothing,60+,17
2024-02-21,Germany,Food,20-29,100
2024-02-21,Germany,Food,30-39,18
2024-02-21,Germany,Food,40-49,79
2024-02-21,Germany,Food,50-59,13
2024-02-21,Germany,Food,60+,65
2024-02-21,Germany,Furniture,20-29,90
2024-02-21,Germany,Furniture,30-39,60
2024-02-21,Germany,Furniture,40-49,19
2024-02-21,Germany,Furniture,50-59,23
2024-02-21,Germany,Furniture,60+,43
2024-02-21,Germany,Toys,20-29,8
2024-02-21,Germany,Toys,30-39,75
2024-02-21,Germany,Toys,40-49,50
2024-02-21,Germany,Toys,50-59,83
2024-02-21,Germany,Toys,60+,40
2024-02-21,Japan,Electronics,20-29,69
2024-02-21,Japan,Electronics,30-39,35
2024-02-21,Japan,Electronics,40-49,73
2024-02-21,Japan,Electronics,50-59,3
2024-02-21,Japan,Electronics,60+,53
2024-02-21,Japan,Clothing,20-29,90
2024-02-21,Japan,Clothing,30-39,41
2024-02-21,Japan,Clothing,40-49,26
2024-02-21,Japan,Clothing,50-59,98
2024-02-21,Japan,Clothing,60+,53
2024-02-21,Japan,Food,20-29,90
2024-02-21,Japan,Food,30-39,35
2024-02-21,Japan,Food,40-49,4
2024-02-21,Japan,Food,50-59,48
2024-02-21,Japan,Food,60+,12
2024-02-21,Japan,Furniture,20-29,25
2024-02-21,Japan,Furniture,30-39,10
2024-02-21,Japan,Furniture,40-49,19
2024-02-21,Japan,Furniture,50-59,56
2024-02-21,Japan,Furniture,60+,46
2024-02-21,Japan,Toys,20-29,1
2024-02-21,Japan,Toys,30-39,1
2024-02-21,Japan,Toys,40-49,3
2024-02-21,Japan,Toys,50-59,28
2024-02-21,Japan,Toys,60+,8
2024-02-21,India,Electronics,20-29,14
2024-02-21,India,Electronics,30-39,61
2024-02-21,India,Electronics,40-49,99
2024-02-21,India,Electronics,50-59,10
2024-02-21,India,Electronics,60+,57
2024-02-21,India,Clothing,20-29,60
2024-02-21,India,Clothing,30-39,66
2024-02-21,India,Clothing,40-49,96
2024-02-21,India,Clothing,50-59,34
2024-02-21,India,Clothing,60+,92
2024-02-21,India,Food,20-29,9
2024-02-21,India,Food,30-39,1
2024-02-21,India,Food,40-49,51
2024-02-21,India,Food,50-59,15
2024-02-21,India,Food,60+,42
2024-02-21,India,Furniture,20-29,64
2024-02-21,India,Furniture,30-39,22
2024-02-21,India,Furniture,40-49,85
2024-02-21,India,Furniture,50-59,82
2024-02-21,India,Furniture,60+,66
2024-02-21,India,Toys,20-29,66
2024-02-21,India,Toys,30-39,16
2024-02-21,India,Toys,40-49,71
2024-02-21,India,Toys,50-59,5
2024-02-21,India,Toys,60+,47
2024-02-22,USA,Electronics,20-29,76
2024-02-22,USA,Electronics,30-39,87
2024-02-22,USA,Electronics,40-49,35
2024-02-22,USA,Electronics,50-59,88
2024-02-22,USA,Electronics,60+,77
2024-02-22,USA,Clothing,20-29,99
2024-02-22,USA,Clothing,30-39,0
2024-02-22,USA,Clothing,40-49,53
2024-02-22,USA,Clothing,50-59,85
2024-02-22,USA,Clothing,60+,28
2024-02-22,USA,Food,20-29,91
2024-02-22,USA,Food,30-39,20
2024-02-22,USA,Food,40-49,89
2024-02-22,USA,Food,50-59,77
2024-02-22,USA,Food,60+,18
2024-02-22,USA,Furniture,20-29,81
2024-02-22,USA,Furniture,30-39,66
2024-02-22,USA,Furniture,40-49,48
2024-02-22,USA,Furniture,50-59,28
2024-02-22,USA,Furniture,60+,74
2024-02-22,USA,Toys,20-29,49
2024-02-22,USA,Toys,30-39,94
2024-02-22,USA,Toys,40-49,46
2024-02-22,USA,Toys,50-59,54
2024-02-22,USA,Toys,60+,33
2024-02-22,South Korea,Electronics,20-29,25
2024-02-22,South Korea,Electronics,30-39,47
2024-02-22,South Korea,Electronics,40-49,39
2024-02-22,South Korea,Electronics,50-59,13
2024-02-22,South Korea,Electronics,60+,26
2024-02-22,South Korea,Clothing,20-29,37
2024-02-22,South Korea,Clothing,30-39,61
2024-02-22,South Korea,Clothing,40-49,80
2024-02-22,South Korea,Clothing,50-59,64
2024-02-22,South Korea,Clothing,60+,73
2024-02-22,South Korea,Food,20-29,19
2024-02-22,South Korea,Food,30-39,97
2024-02-22,South Korea,Food,40-49,41
2024-02-22,South Korea,Food,50-59,99
2024-02-22,South Korea,Food,60+,34
2024-02-22,South Korea,Furniture,20-29,53
2024-02-22,South Korea,Furniture,30-39,78
2024-02-22,South Korea,Furniture,40-49,71
2024-02-22,South Korea,Furniture,50-59,72
2024-02-22,South Korea,Furniture,60+,62
2024-02-22,South Korea,Toys,20-29,50
2024-02-22,South Korea,Toys,30-39,40
2024-02-22,South Korea,Toys,40-49,55
2024-02-22,South Korea,Toys,50-59,90
2024-02-22,South Korea,Toys,60+,70
2024-02-22,Germany,Electronics,20-29,29
2024-02-22,Germany,Electronics,30-39,86
2024-02-22,Germany,Electronics,40-49,3
2024-02-22,Germany,Electronics,50-59,28
2024-02-22,Germany,Electronics,60+,15
2024-02-22,Germany,Clothing,20-29,20
2024-02-22,Germany,Clothing,30-39,89
2024-02-22,Germany,Clothing,40-49,94
2024-02-22,Germany,Clothing,50-59,48
2024-02-22,Germany,Clothing,60+,25
2024-02-22,Germany,Food,20-29,22
2024-02-22,Germany,Food,30-39,90
2024-02-22,Germany,Food,40-49,80
2024-02-22,Germany,Food,50-59,22
2024-02-22,Germany,Food,60+,46
2024-02-22,Germany,Furniture,20-29,57
2024-02-22,Germany,Furniture,30-39,77
2024-02-22,Germany,Furniture,40-49,4
2024-02-22,Germany,Furniture,50-59,19
2024-02-22,Germany,Furniture,60+,26
2024-02-22,Germany,Toys,20-29,30
2024-02-22,Germany,Toys,30-39,20
2024-02-22,Germany,Toys,40-49,19
2024-02-22,Germany,Toys,50-59,81
2024-02-22,Germany,Toys,60+,97
2024-02-22,Japan,Electronics,20-29,14
2024-02-22,Japan,Electronics,30-39,46
2024-02-22,Japan,Electronics,40-49,94
2024-02-22,Japan,Electronics,50-59,77
2024-02-22,Japan,Electronics,60+,29
2024-02-22,Japan,Clothing,20-29,20
2024-02-22,Japan,Clothing,30-39,70
2024-02-22,Japan,Clothing,40-49,94
2024-02-22,Japan,Clothing,50-59,96
2024-02-22,Japan,Clothing,60+,35
2024-02-22,Japan,Food,20-29,3
2024-02-22,Japan,Food,30-39,83
2024-02-22,Japan,Food,40-49,88
2024-02-22,Japan,Food,50-59,37
2024-02-22,Japan,Food,60+,14
2024-02-22,Japan,Furniture,20-29,32
2024-02-22,Japan,Furniture,30-39,14
2024-02-22,Japan,Furniture,40-49,30
2024-02-22,Japan,Furniture,50-59,0
2024-02-22,Japan,Furniture,60+,99
2024-02-22,Japan,Toys,20-29,21
2024-02-22,Japan,Toys,30-39,8
2024-02-22,Japan,Toys,40-49,46
2024-02-22,Japan,Toys,50-59,75
2024-02-22,Japan,Toys,60+,70
2024-02-22,India,Electronics,20-29,11
2024-02-22,India,Electronics,30-39,60
2024-02-22,India,Electronics,40-49,12
2024-02-22,India,Electronics,50-59,6
2024-02-22,India,Electronics,60+,63
2024-02-22,India,Clothing,20-29,11
2024-02-22,India,Clothing,30-39,76
2024-02-22,India,Clothing,40-49,70
2024-02-22,India,Clothing,50-59,45
2024-02-22,India,Clothing,60+,59
2024-02-22,India,Food,20-29,33
2024-02-22,India,Food,30-39,73
2024-02-22,India,Food,40-49,58
2024-02-22,India,Food,50-59,40
2024-02-22,India,Food,60+,31
2024-02-22,India,Furniture,20-29,59
2024-02-22,India,Furniture,30-39,24
2024-02-22,India,Furniture,40-49,24
2024-02-22,India,Furniture,50-59,38
2024-02-22,India,Furniture,60+,76
2024-02-22,India,Toys,20-29,22
2024-02-22,India,Toys,30-39,65
2024-02-22,India,Toys,40-49,51
2024-02-22,India,Toys,50-59,78
2024-02-22,India,Toys,60+,22
2024-02-23,USA,Electronics,20-29,96
2024-02-23,USA,Electronics,30-39,70
2024-02-23,USA,Electronics,40-49,37
2024-02-23,USA,Electronics,50-59,82
2024-02-23,USA,Electronics,60+,22
2024-02-23,USA,Clothing,20-29,24
2024-02-23,USA,Clothing,30-39,64
2024-02-23,USA,Clothing,40-49,74
2024-02-23,USA,Clothing,50-59,83
2024-02-23,USA,Clothing,60+,8
2024-02-23,USA,Food,20-29,7
2024-02-23,USA,Food,30-39,3
2024-02-23,USA,Food,40-49,31
2024-02-23,USA,Food,50-59,5
2024-02-23,USA,Food,60+,29
2024-02-23,USA,Furniture,20-29,100
2024-02-23,USA,Furniture,30-39,43
2024-02-23,USA,Furniture,40-49,3
2024-02-23,USA,Furniture,50-59,34
2024-02-23,USA,Furniture,60+,27
2024-02-23,USA,Toys,20-29,90
2024-02-23,USA,Toys,30-39,84
2024-02-23,USA,Toys,40-49,22
2024-02-23,USA,Toys,50-59,56
2024-02-23,USA,Toys,60+,73
2024-02-23,South Korea,Electronics,20-29,7
2024-02-23,South Korea,Electronics,30-39,23
2024-02-23,South Korea,Electronics,40-49,23
2024-02-23,South Korea,Electronics,50-59,4
2024-02-23,South Korea,Electronics,60+,48
2024-02-23,South Korea,Clothing,20-29,62
2024-02-23,South Korea,Clothing,30-39,17
2024-02-23,South Korea,Clothing,40-49,84
2024-02-23,South Korea,Clothing,50-59,3
2024-02-23,South Korea,Clothing,60+,83
2024-02-23,South Korea,Food,20-29,31
2024-02-23,South Korea,Food,30-39,17
2024-02-23,South Korea,Food,40-49,67
2024-02-23,South Korea,Food,50-59,84
2024-02-23,South Korea,Food,60+,20
2024-02-23,South Korea,Furniture,20-29,86
2024-02-23,South Korea,Furniture,30-39,38
2024-02-23,South Korea,Furniture,40-49,67
2024-02-23,South Korea,Furniture,50-59,49
2024-02-23,South Korea,Furniture,60+,57
2024-02-23,South Korea,Toys,20-29,29
2024-02-23,South Korea,Toys,30-39,30
2024-02-23,South Korea,Toys,40-49,7
2024-02-23,South Korea,Toys,50-59,69
2024-02-23,South Korea,Toys,60+,32
2024-02-23,Germany,Electronics,20-29,22
2024-02-23,Germany,Electronics,30-39,8
2024-02-23,Germany,Electronics,40-49,61
2024-02-23,Germany,Electronics,50-59,72
2024-02-23,Germany,Electronics,60+,99
2024-02-23,Germany,Clothing,20-29,63
2024-02-23,Germany,Clothing,30-39,58
2024-02-23,Germany,Clothing,40-49,59
2024-02-23,Germany,Clothing,50-59,65
2024-02-23,Germany,Clothing,60+,54
2024-02-23,Germany,Food,20-29,12
2024-02-23,Germany,Food,30-39,74
2024-02-23,Germany,Food,40-49,15
2024-02-23,Germany,Food,50-59,34
2024-02-23,Germany,Food,60+,57
2024-02-23,Germany,Furniture,20-29,43
2024-02-23,Germany,Furniture,30-39,55
2024-02-23,Germany,Furniture,40-49,13
2024-02-23,Germany,Furniture,50-59,85
2024-02-23,Germany,Furniture,60+,24
2024-02-23,Germany,Toys,20-29,100
2024-02-23,Germany,Toys,30-39,61
2024-02-23,Germany,Toys,40-49,23
2024-02-23,Germany,Toys,50-59,78
2024-02-23,Germany,Toys,60+,48
2024-02-23,Japan,Electronics,20-29,65
2024-02-23,Japan,Electronics,30-39,39
2024-02-23,Japan,Electronics,40-49,12
2024-02-23,Japan,Electronics,50-59,91
2024-02-23,Japan,Electronics,60+,48
2024-02-23,Japan,Clothing,20-29,49
2024-02-23,Japan,Clothing,30-39,93
2024-02-23,Japan,Clothing,40-49,53
2024-02-23,Japan,Clothing,50-59,76
2024-02-23,Japan,Clothing,60+,57
2024-02-23,Japan,Food,20-29,86
2024-02-23,Japan,Food,30-39,3
2024-02-23,Japan,Food,40-49,50
2024-02-23,Japan,Food,50-59,75
2024-02-23,Japan,Food,60+,72
2024-02-23,Japan,Furniture,20-29,17
2024-02-23,Japan,Furniture,30-39,29
2024-02-23,Japan,Furniture,40-49,72
2024-02-23,Japan,Furniture,50-59,13
2024-02-23,Japan,Furniture,60+,87
2024-02-23,Japan,Toys,20-29,70
2024-02-23,Japan,Toys,30-39,3
2024-02-23,Japan,Toys,40-49,13
2024-02-23,Japan,Toys,50-59,58
2024-02-23,Japan,Toys,60+,75
2024-02-23,India,Electronics,20-29,65
2024-02-23,India,Electronics,30-39,2
2024-02-23,India,Electronics,40-49,62
2024-02-23,India,Electronics,50-59,44
2024-02-23,India,Electronics,60+,98
2024-02-23,India,Clothing,20-29,57
2024-02-23,India,Clothing,30-39,98
2024-02-23,India,Clothing,40-49,48
2024-02-23,India,Clothing,50-59,44
2024-02-23,India,Clothing,60+,42
2024-02-23,India,Food,20-29,91
2024-02-23,India,Food,30-39,32
2024-02-23,India,Food,40-49,29
2024-02-23,India,Food,50-59,19
2024-02-23,India,Food,60+,55
2024-02-23,India,Furniture,20-29,65
2024-02-23,India,Furniture,30-39,63
2024-02-23,India,Furniture,40-49,32
2024-02-23,India,Furniture,50-59,79
2024-02-23,India,Furniture,60+,78
2024-02-23,India,Toys,20-29,31
2024-02-23,India,Toys,30-39,48
2024-02-23,India,Toys,40-49,51
2024-02-23,India,Toys,50-59,82
2024-02-23,India,Toys,60+,16
2024-02-24,USA,Electronics,20-29,20
2024-02-24,USA,Electronics,30-39,29
2024-02-24,USA,Electronics,40-49,4
2024-02-24,USA,Electronics,50-59,13
2024-02-24,USA,Electronics,60+,88
2024-02-24,USA,Clothing,20-29,33
2024-02-24,USA,Clothing,30-39,16
2024-02-24,USA,Clothing,40-49,37
2024-02-24,USA,Clothing,50-59,76
2024-02-24,USA,Clothing,60+,73
2024-02-24,USA,Food,20-29,40
2024-02-24,USA,Food,30-39,38
2024-02-24,USA,Food,40-49,13
2024-02-24,USA,Food,50-59,96
2024-02-24,USA,Food,60+,45
2024-02-24,USA,Furniture,20-29,18
2024-02-24,USA,Furniture,30-39,39
2024-02-24,USA,Furniture,40-49,68
2024-02-24,USA,Furniture,50-59,53
2024-02-24,USA,Furniture,60+,1
2024-02-24,USA,Toys,20-29,55
2024-02-24,USA,Toys,30-39,46
2024-02-24,USA,Toys,40-49,49
2024-02-24,USA,Toys,50-59,14
2024-02-24,USA,Toys,60+,34
2024-02-24,South Korea,Electronics,20-29,67
2024-02-24,South Korea,Electronics,30-39,48
2024-02-24,South Korea,Electronics,40-49,38
2024-02-24,South Korea,Electronics,50-59,11
2024-02-24,South Korea,Electronics,60+,79
2024-02-24,South Korea,Clothing,20-29,92
2024-02-24,South Korea,Clothing,30-39,22
2024-02-24,South Korea,Clothing,40-49,90
2024-02-24,South Korea,Clothing,50-59,16
2024-02-24,South Korea,Clothing,60+,74
2024-02-24,South Korea,Food,20-29,85
2024-02-24,South Korea,Food,30-39,30
2024-02-24,South Korea,Food,40-49,46
2024-02-24,South Korea,Food,50-59,58
2024-02-24,South Korea,Food,60+,0
2024-02-24,South Korea,Furniture,20-29,89
2024-02-24,South Korea,Furniture,30-39,55
2024-02-24,South Korea,Furniture,40-49,93
2024-02-24,South Korea,Furniture,50-59,41
2024-02-24,South Korea,Furniture,60+,39
2024-02-24,South Korea,Toys,20-29,65
2024-02-24,South Korea,Toys,30-39,68
2024-02-24,South Korea,Toys,40-49,64
2024-02-24,South Korea,Toys,50-59,38
2024-02-24,South Korea,Toys,60+,27
2024-02-24,Germany,Electronics,20-29,77
2024-02-24,Germany,Electronics,30-39,75
2024-02-24,Germany,Electronics,40-49,46
2024-02-24,Germany,Electronics,50-59,5
2024-02-24,Germany,Electronics,60+,96
2024-02-24,Germany,Clothing,20-29,76
2024-02-24,Germany,Clothing,30-39,98
2024-02-24,Germany,Clothing,40-49,47
2024-02-24,Germany,Clothing,50-59,94
2024-02-24,Germany,Clothing,60+,15
2024-02-24,Germany,Food,20-29,7
2024-02-24,Germany,Food,30-39,85
2024-02-24,Germany,Food,40-49,94
2024-02-24,Germany,Food,50-59,2
2024-02-24,Germany,Food,60+,89
2024-02-24,Germany,Furniture,20-29,36
2024-02-24,Germany,Furniture,30-39,3
2024-02-24,Germany,Furniture,40-49,33
2024-02-24,Germany,Furniture,50-59,40
2024-02-24,Germany,Furniture,60+,65
2024-02-24,Germany,Toys,20-29,91
2024-02-24,Germany,Toys,30-39,65
2024-02-24,Germany,Toys,40-49,72
2024-02-24,Germany,Toys,50-59,49
2024-02-24,Germany,Toys,60+,69
2024-02-24,Japan,Electronics,20-29,70
2024-02-24,Japan,Electronics,30-39,68
2024-02-24,Japan,Electronics,40-49,46
2024-02-24,Japan,Electronics,50-59,79
2024-02-24,Japan,Electronics,60+,8
2024-02-24,Japan,Clothing,20-29,81
2024-02-24,Japan,Clothing,30-39,98
2024-02-24,Japan,Clothing,40-49,56
2024-02-24,Japan,Clothing,50-59,1
2024-02-24,Japan,Clothing,60+,49
2024-02-24,Japan,Food,20-29,53
2024-02-24,Japan,Food,30-39,61
2024-02-24,Japan,Food,40-49,74
2024-02-24,Japan,Food,50-59,31
2024-02-24,Japan,Food,60+,1
2024-02-24,Japan,Furniture,20-29,94
2024-02-24,Japan,Furniture,30-39,81
2024-02-24,Japan,Furniture,40-49,11
2024-02-24,Japan,Furniture,50-59,48
2024-02-24,Japan,Furniture,60+,36
2024-02-24,Japan,Toys,20-29,23
2024-02-24,Japan,Toys,30-39,18
2024-02-24,Japan,Toys,40-49,100
2024-02-24,Japan,Toys,50-59,8
2024-02-24,Japan,Toys,60+,1
2024-02-24,India,Electronics,20-29,14
2024-02-24,India,Electronics,30-39,68
2024-02-24,India,Electronics,40-49,14
2024-02-24,India,Electronics,50-59,37
2024-02-24,India,Electronics,60+,53
2024-02-24,India,Clothing,20-29,15
2024-02-24,India,Clothing,30-39,62
2024-02-24,India,Clothing,40-49,91
2024-02-24,India,Clothing,50-59,1
2024-02-24,India,Clothing,60+,88
2024-02-24,India,Food,20-29,100
2024-02-24,India,Food,30-39,82
2024-02-24,India,Food,40-49,55
2024-02-24,India,Food,50-59,25
2024-02-24,India,Food,60+,99
2024-02-24,India,Furniture,20-29,47
2024-02-24,India,Furniture,30-39,39
2024-02-24,India,Furniture,40-49,72
2024-02-24,India,Furniture,50-59,9
2024-02-24,India,Furniture,60+,19
2024-02-24,India,Toys,20-29,56
2024-02-24,India,Toys,30-39,91
2024-02-24,India,Toys,40-49,96
2024-02-24,India,Toys,50-59,70
2024-02-24,India,Toys,60+,15
2024-02-25,USA,Electronics,20-29,100
2024-02-25,USA,Electronics,30-39,29
2024-02-25,USA,Electronics,40-49,74
2024-02-25,USA,Electronics,50-59,77
2024-02-25,USA,Electronics,60+,34
2024-02-25,USA,Clothing,20-29,62
2024-02-25,USA,Clothing,30-39,30
2024-02-25,USA,Clothing,40-49,42
2024-02-25,USA,Clothing,50-59,96
2024-02-25,USA,Clothing,60+,67
2024-02-25,USA,Food,20-29,29
2024-02-25,USA,Food,30-39,32
2024-02-25,USA,Food,40-49,13
2024-02-25,USA,Food,50-59,64
2024-02-25,USA,Food,60+,64
2024-02-25,USA,Furniture,20-29,51
2024-02-25,USA,Furniture,30-39,20
2024-02-25,USA,Furniture,40-49,47
2024-02-25,USA,Furniture,50-59,23
2024-02-25,USA,Furniture,60+,4
2024-02-25,USA,Toys,20-29,91
2024-02-25,USA,Toys,30-39,61
2024-02-25,USA,Toys,40-49,29
2024-02-25,USA,Toys,50-59,54
2024-02-25,USA,Toys,60+,35
2024-02-25,South Korea,Electronics,20-29,26
2024-02-25,South Korea,Electronics,30-39,98
2024-02-25,South Korea,Electronics,40-49,7
2024-02-25,South Korea,Electronics,50-59,84
2024-02-25,South Korea,Electronics,60+,21
2024-02-25,South Korea,Clothing,20-29,31
2024-02-25,South Korea,Clothing,30-39,74
2024-02-25,South Korea,Clothing,40-49,33
2024-02-25,South Korea,Clothing,50-59,84
2024-02-25,South Korea,Clothing,60+,51
2024-02-25,South Korea,Food,20-29,69
2024-02-25,South Korea,Food,30-39,70
2024-02-25,South Korea,Food,40-49,36
2024-02-25,South Korea,Food,50-59,11
2024-02-25,South Korea,Food,60+,82
2024-02-25,South Korea,Furniture,20-29,44
2024-02-25,South Korea,Furniture,30-39,45
2024-02-25,South Korea,Furniture,40-49,24
2024-02-25,South Korea,Furniture,50-59,90
2024-02-25,South Korea,Furniture,60+,56
2024-02-25,South Korea,Toys,20-29,5
2024-02-25,South Korea,Toys,30-39,20
2024-02-25,South Korea,Toys,40-49,60
2024-02-25,South Korea,Toys,50-59,93
2024-02-25,South Korea,Toys,60+,74
2024-02-25,Germany,Electronics,20-29,50
2024-02-25,Germany,Electronics,30-39,89
2024-02-25,Germany,Electronics,40-49,61
2024-02-25,Germany,Electronics,50-59,55
2024-02-25,Germany,Electronics,60+,17
2024-02-25,Germany,Clothing,20-29,95
2024-02-25,Germany,Clothing,30-39,78
2024-02-25,Germany,Clothing,40-49,57
2024-02-25,Germany,Clothing,50-59,95
2024-02-25,Germany,Clothing,60+,77
2024-02-25,Germany,Food,20-29,50
2024-02-25,Germany,Food,30-39,61
2024-02-25,Germany,Food,40-49,95
2024-02-25,Germany,Food,50-59,75
2024-02-25,Germany,Food,60+,52
2024-02-25,Germany,Furniture,20-29,75
2024-02-25,Germany,Furniture,30-39,21
2024-02-25,Germany,Furniture,40-49,78
2024-02-25,Germany,Furniture,50-59,4
2024-02-25,Germany,Furniture,60+,24
2024-02-25,Germany,Toys,20-29,25
2024-02-25,Germany,Toys,30-39,20
2024-02-25,Germany,Toys,40-49,75
2024-02-25,Germany,Toys,50-59,67
2024-02-25,Germany,Toys,60+,99
2024-02-25,Japan,Electronics,20-29,44
2024-02-25,Japan,Electronics,30-39,51
2024-02-25,Japan,Electronics,40-49,53
2024-02-25,Japan,Electronics,50-59,30
2024-02-25,Japan,Electronics,60+,61
2024-02-25,Japan,Clothing,20-29,32
2024-02-25,Japan,Clothing,30-39,92
2024-02-25,Japan,Clothing,40-49,61
2024-02-25,Japan,Clothing,50-59,83
2024-02-25,Japan,Clothing,60+,56
2024-02-25,Japan,Food,20-29,76
2024-02-25,Japan,Food,30-39,16
2024-02-25,Japan,Food,40-49,23
2024-02-25,Japan,Food,50-59,15
2024-02-25,Japan,Food,60+,30
2024-02-25,Japan,Furniture,20-29,20
2024-02-25,Japan,Furniture,30-39,79
2024-02-25,Japan,Furniture,40-49,99
2024-02-25,Japan,Furniture,50-59,75
2024-02-25,Japan,Furniture,60+,91
2024-02-25,Japan,Toys,20-29,44
2024-02-25,Japan,Toys,30-39,50
2024-02-25,Japan,Toys,40-49,67
2024-02-25,Japan,Toys,50-59,0
2024-02-25,Japan,Toys,60+,48
2024-02-25,India,Electronics,20-29,72
2024-02-25,India,Electronics,30-39,16
2024-02-25,India,Electronics,40-49,14
2024-02-25,India,Electronics,50-59,28
2024-02-25,India,Electronics,60+,15
2024-02-25,India,Clothing,20-29,79
2024-02-25,India,Clothing,30-39,74
2024-02-25,India,Clothing,40-49,77
2024-02-25,India,Clothing,50-59,24
2024-02-25,India,Clothing,60+,66
2024-02-25,India,Food,20-29,82
2024-02-25,India,Food,30-39,57
2024-02-25,India,Food,40-49,19
2024-02-25,India,Food,50-59,41
2024-02-25,India,Food,60+,70
2024-02-25,India,Furniture,20-29,52
2024-02-25,India,Furniture,30-39,25
2024-02-25,India,Furniture,40-49,63
2024-02-25,India,Furniture,50-59,7
2024-02-25,India,Furniture,60+,90
2024-02-25,India,Toys,20-29,87
2024-02-25,India,Toys,30-39,74
2024-02-25,India,Toys,40-49,63
2024-02-25,India,Toys,50-59,38
2024-02-25,India,Toys,60+,99
2024-02-26,USA,Electronics,20-29,54
2024-02-26,USA,Electronics,30-39,28
2024-02-26,USA,Electronics,40-49,70
2024-02-26,USA,Electronics,50-59,43
2024-02-26,USA,Electronics,60+,97
2024-02-26,USA,Clothing,20-29,98
2024-02-26,USA,Clothing,30-39,23
2024-02-26,USA,Clothing,40-49,34
2024-02-26,USA,Clothing,50-59,89
2024-02-26,USA,Clothing,60+,59
2024-02-26,USA,Food,20-29,99
2024-02-26,USA,Food,30-39,51
2024-02-26,USA,Food,40-49,20
2024-02-26,USA,Food,50-59,49
2024-02-26,USA,Food,60+,97
2024-02-26,USA,Furniture,20-29,98
2024-02-26,USA,Furniture,30-39,62
2024-02-26,USA,Furniture,40-49,92
2024-02-26,USA,Furniture,50-59,27
2024-02-26,USA,Furniture,60+,45
2024-02-26,USA,Toys,20-29,7
2024-02-26,USA,Toys,30-39,20
2024-02-26,USA,Toys,40-49,47
2024-02-26,USA,Toys,50-59,89
2024-02-26,USA,Toys,60+,43
2024-02-26,South Korea,Electronics,20-29,9
2024-02-26,South Korea,Electronics,30-39,6
2024-02-26,South Korea,Electronics,40-49,79
2024-02-26,South Korea,Electronics,50-59,66
2024-02-26,South Korea,Electronics,60+,1
2024-02-26,South Korea,Clothing,20-29,58
2024-02-26,South Korea,Clothing,30-39,22
2024-02-26,South Korea,Clothing,40-49,28
2024-02-26,South Korea,Clothing,50-59,49
2024-02-26,South Korea,Clothing,60+,26
2024-02-26,South Korea,Food,20-29,58
2024-02-26,South Korea,Food,30-39,72
2024-02-26,South Korea,Food,40-49,74
2024-02-26,South Korea,Food,50-59,46
2024-02-26,South Korea,Food,60+,71
2024-02-26,South Korea,Furniture,20-29,6
2024-02-26,South Korea,Furniture,30-39,75
2024-02-26,South Korea,Furniture,40-49,31
2024-02-26,South Korea,Furniture,50-59,6
2024-02-26,South Korea,Furniture,60+,57
2024-02-26,South Korea,Toys,20-29,43
2024-02-26,South Korea,Toys,30-39,25
2024-02-26,South Korea,Toys,40-49,46
2024-02-26,South Korea,Toys,50-59,3
2024-02-26,South Korea,Toys,60+,47
2024-02-26,Germany,Electronics,20-29,71
2024-02-26,Germany,Electronics,30-39,63
2024-02-26,Germany,Electronics,40-49,63
2024-02-26,Germany,Electronics,50-59,4
2024-02-26,Germany,Electronics,60+,61
2024-02-26,Germany,Clothing,20-29,46
2024-02-26,Germany,Clothing,30-39,88
2024-02-26,Germany,Clothing,40-49,17
2024-02-26,Germany,Clothing,50-59,80
2024-02-26,Germany,Clothing,60+,100
2024-02-26,Germany,Food,20-29,83
2024-02-26,Germany,Food,30-39,63
2024-02-26,Germany,Food,40-49,99
2024-02-26,Germany,Food,50-59,49
2024-02-26,Germany,Food,60+,89
2024-02-26,Germany,Furniture,20-29,75
2024-02-26,Germany,Furniture,30-39,15
2024-02-26,Germany,Furniture,40-49,34
2024-02-26,Germany,Furniture,50-59,71
2024-02-26,Germany,Furniture,60+,43
2024-02-26,Germany,Toys,20-29,54
2024-02-26,Germany,Toys,30-39,32
2024-02-26,Germany,Toys,40-49,76
2024-02-26,Germany,Toys,50-59,88
2024-02-26,Germany,Toys,60+,81
2024-02-26,Japan,Electronics,20-29,2
2024-02-26,Japan,Electronics,30-39,86
2024-02-26,Japan,Electronics,40-49,11
2024-02-26,Japan,Electronics,50-59,6
2024-02-26,Japan,Electronics,60+,85
2024-02-26,Japan,Clothing,20-29,16
2024-02-26,Japan,Clothing,30-39,28
2024-02-26,Japan,Clothing,40-49,12
2024-02-26,Japan,Clothing,50-59,83
2024-02-26,Japan,Clothing,60+,98
2024-02-26,Japan,Food,20-29,66
2024-02-26,Japan,Food,30-39,69
2024-02-26,Japan,Food,40-49,42
2024-02-26,Japan,Food,50-59,45
2024-02-26,Japan,Food,60+,23
2024-02-26,Japan,Furniture,20-29,44
